Date/Time (PST),""" (5380') Paradise Wind",""" (5400') Paradise",""" (6410') Sunrise Base",""" (6880') Sunrise Upper",""" (10110') Camp Muir"
12/27/2014,,0.08,0,,
12/27/2014,,0.07,0,,
12/27/2014,,0.07,0,,
12/27/2014,,0.08,0,,
12/27/2014,,0.07,0,,
12/27/2014,,0.05,0,,
12/27/2014,,0.04,0,,
12/27/2014,,0,0,,
12/27/2014,,0.01,0,,
12/27/2014,,0,0,,
12/27/2014,,0.01,0,,
12/27/2014,,0.02,0,,
12/27/2014,,0,0,,
12/27/2014,,0.02,0,,
12/27/2014,,0.01,0,,
12/27/2014,,0.01,0,,
12/27/2014,,0.02,0,,
12/27/2014,,0,0,,
12/27/2014,,0,0,,
12/27/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0,0,,
12/26/2014,,0.01,0,,
12/26/2014,,0,0,,
12/26/2014,,0.02,0,,
12/25/2014,,0.03,0,,
12/25/2014,,0.06,0,,
12/25/2014,,0.04,0,,
12/25/2014,,0,0,,
12/25/2014,,0.01,0,,
12/25/2014,,0.01,0,,
12/25/2014,,0,0,,
12/25/2014,,0,0,,
12/25/2014,,0,0,,
12/25/2014,,0,0,,
12/25/2014,,0,0,,
12/25/2014,,0,0,,
12/25/2014,,0,0,,
12/25/2014,,0.02,0,,
12/25/2014,,0,0,,
12/25/2014,,0,0,,
12/25/2014,,0.02,0,,
12/25/2014,,0.03,0,,
12/25/2014,,0.01,0,,
12/25/2014,,0.01,0,,
12/25/2014,,0,0,,
12/25/2014,,0,0,,
12/25/2014,,0,0,,
12/25/2014,,0,0,,
12/24/2014,,0,0,,
12/24/2014,,0,0,,
12/24/2014,,0,0,,
12/24/2014,,0.02,0,,
12/24/2014,,0.01,0,,
12/24/2014,,0.02,0,,
12/24/2014,,0.02,0,,
12/24/2014,,0.01,0,,
12/24/2014,,0,0,,
12/24/2014,,0.03,0,,
12/24/2014,,0.04,0,,
12/24/2014,,0.05,0,,
12/24/2014,,0.03,0,,
12/24/2014,,0.05,0,,
12/24/2014,,0.04,0,,
12/24/2014,,0.01,0,,
12/24/2014,,0.04,0,,
12/24/2014,,0.04,0,,
12/24/2014,,0.09,0,,
12/24/2014,,0.12,0,,
12/24/2014,,0.12,0,,
12/24/2014,,0.17,0,,
12/24/2014,,0.17,0,,
12/24/2014,,0.16,0,,
12/23/2014,,0.13,0,,
12/23/2014,,0.12,0,,
12/23/2014,,0.12,0,,
12/23/2014,,0.05,0,,
12/23/2014,,0.03,0,,
12/23/2014,,0.01,0,,
12/23/2014,,0.01,0,,
12/23/2014,,0,0,,
12/23/2014,,0.02,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/23/2014,,0,0,,
12/22/2014,,0,0,,
12/22/2014,,0,0,,
12/22/2014,,0,0,,
12/22/2014,,0,0,,
12/22/2014,,0,0,,
12/22/2014,,0,0,,
12/22/2014,,0,0,,
12/22/2014,,0,0,,
12/22/2014,,0,0,,
12/22/2014,,0,0,,
12/22/2014,,0,0,,
12/22/2014,,0,0,,
12/22/2014,,0.04,0,,
12/22/2014,,0.03,0,,
12/22/2014,,0.08,0,,
12/22/2014,,0.09,0,,
12/22/2014,,0.08,0,,
12/22/2014,,0.05,0,,
12/22/2014,,0.03,0,,
12/22/2014,,0.03,0,,
12/22/2014,,0.02,0,,
12/22/2014,,0.08,0,,
12/22/2014,,0.11,0,,
12/22/2014,,0.04,0,,
12/21/2014,,0.03,0,,
12/21/2014,,0.02,0,,
12/21/2014,,0.02,0,,
12/21/2014,,0.03,0,,
12/21/2014,,0.03,0,,
12/21/2014,,0.05,0,,
12/21/2014,,0.04,0,,
12/21/2014,,0.08,0,,
12/21/2014,,0.04,0,,
12/21/2014,,0.05,0,,
12/21/2014,,0.03,0,,
12/21/2014,,0.02,0,,
12/21/2014,,0.04,0,,
12/21/2014,,0.07,0,,
12/21/2014,,0.1,0,,
12/21/2014,,0.09,0,,
12/21/2014,,0.14,,,
12/21/2014,,0.15,0,,
12/21/2014,,0.12,0,,
12/21/2014,,0.17,0,,
12/21/2014,,0.19,0,,
12/21/2014,,0.26,0,,
12/21/2014,,0.27,0,,
12/21/2014,,0.19,0,,
12/20/2014,,0.17,0,,
12/20/2014,,0.17,0,,
12/20/2014,,0.15,0,,
12/20/2014,,0.21,0,,
12/20/2014,,0.17,0,,
12/20/2014,,0.1,0,,
12/20/2014,,0.06,0,,
12/20/2014,,0.07,0,,
12/20/2014,,0.09,0,,
12/20/2014,,0.04,0,,
12/20/2014,,0.03,0,,
12/20/2014,,0.03,0,,
12/20/2014,,0.03,0,,
12/20/2014,,0.02,0,,
12/20/2014,,0,0,,
12/20/2014,,0.02,0,,
12/20/2014,,0.02,0,,
12/20/2014,,0,0,,
12/20/2014,,0,0,,
12/20/2014,,0,0,,
12/20/2014,,0,0,,
12/20/2014,,0,0,,
12/20/2014,,0,0,,
12/20/2014,,0,0,,
12/19/2014,,0,0,,
12/19/2014,,0,0,,
12/19/2014,,0,0,,
12/19/2014,,0,0,,
12/19/2014,,0,0,,
12/19/2014,,0.04,0,,
12/19/2014,,0.02,0,,
12/19/2014,,0.01,0,,
12/19/2014,,0.02,0,,
12/19/2014,,0.04,0,,
12/19/2014,,0.08,0,,
12/19/2014,,0.03,0,,
12/19/2014,,0.01,0,,
12/19/2014,,0.08,0,,
12/19/2014,,0.05,0,,
12/19/2014,,0.02,0,,
12/19/2014,,0.03,0,,
12/19/2014,,0.05,0,,
12/19/2014,,0.03,0,,
12/19/2014,,0.02,0,,
12/19/2014,,0.04,0,,
12/19/2014,,0.04,0,,
12/19/2014,,0.01,0,,
12/19/2014,,0.01,0,,
12/18/2014,,0.01,0,,
12/18/2014,,0.05,0,,
12/18/2014,,0.01,0,,
12/18/2014,,0.05,0,,
12/18/2014,,0,0,,
12/18/2014,,0,0,,
12/18/2014,,0,0,,
12/18/2014,,0,0,,
12/18/2014,,0,0,,
12/18/2014,,0,0,,
12/18/2014,,0,0,,
12/18/2014,,0,0,,
12/18/2014,,0.02,0,,
12/18/2014,,0.02,0,,
12/18/2014,,0.01,0,,
12/18/2014,,0,0,,
12/18/2014,,0.03,0,,
12/18/2014,,0.03,0,,
12/18/2014,,0.02,0,,
12/18/2014,,0.02,0,,
12/18/2014,,0.02,0,,
12/18/2014,,0.02,0,,
12/18/2014,,0.02,0,,
12/18/2014,,0.02,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0.01,0,,
12/17/2014,,0.01,0,,
12/17/2014,,0.01,0,,
12/17/2014,,0.02,0,,
12/17/2014,,0.02,0,,
12/17/2014,,0.01,0,,
12/17/2014,,0.01,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/17/2014,,0,0,,
12/16/2014,,0,0,,
12/16/2014,,0,0,,
12/16/2014,,0,0,,
12/16/2014,,0,0,,
12/16/2014,,0,0,,
12/16/2014,,0.02,0,,
12/16/2014,,0.03,,,
12/16/2014,,0.02,,,
12/16/2014,,0.01,0,,
12/16/2014,,0.01,0,,
12/16/2014,,0.01,0,,
12/16/2014,,0,0,,
12/16/2014,,0,0,,
12/16/2014,,0,0,,
12/16/2014,,0.01,0,,
12/16/2014,,0.01,0,,
12/16/2014,,0,0,,
12/16/2014,,0,0,,
12/16/2014,,0,0,,
12/16/2014,,0,0,,
12/16/2014,,0,0,,
12/16/2014,,0,0,,
12/16/2014,,0,0,,
12/16/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/15/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0,0,,
12/14/2014,,0.01,0,,
12/14/2014,,0.03,0,,
12/13/2014,,0.01,0,,
12/13/2014,,0.01,0,,
12/13/2014,,0.01,0,,
12/13/2014,,0.04,0,,
12/13/2014,,0,0,,
12/13/2014,,0,0,,
12/13/2014,,0.01,0,,
12/13/2014,,0.04,0,,
12/13/2014,,0.03,0,,
12/13/2014,,0.03,0,,
12/13/2014,,0.02,0,,
12/13/2014,,0,0,,
12/13/2014,,0,0,,
12/13/2014,,0.01,0,,
12/13/2014,,0.02,0,,
12/13/2014,,0.01,0,,
12/13/2014,,0.01,0,,
12/13/2014,,0.01,0,,
12/13/2014,,0,0,,
12/13/2014,,0,0,,
12/13/2014,,0,0,,
12/13/2014,,0,0,,
12/13/2014,,0.01,0,,
12/13/2014,,0,0,,
12/12/2014,,0,0,,
12/12/2014,,0.02,0,,
12/12/2014,,0.01,0,,
12/12/2014,,0,0,,
12/12/2014,,0.01,0,,
12/12/2014,,0.01,0,,
12/12/2014,,0,0,,
12/12/2014,,0,0,,
12/12/2014,,0,0,,
12/12/2014,,0,0,,
12/12/2014,,0,0,,
12/12/2014,,0,0,,
12/12/2014,,0,0,,
12/12/2014,,0.01,0,,
12/12/2014,,0.05,0,,
12/12/2014,,0.13,0,,
12/12/2014,,0,0,,
12/12/2014,,0,0,,
12/12/2014,,0,0,,
12/12/2014,,0.01,0,,
12/12/2014,,0.01,0,,
12/12/2014,,0,0,,
12/12/2014,,0,0,,
12/12/2014,,0,0,,
12/11/2014,,0.01,0,,
12/11/2014,,0.06,0,,
12/11/2014,,0.09,0,,
12/11/2014,,0.03,0,,
12/11/2014,,0.04,0,,
12/11/2014,,0.06,0,,
12/11/2014,,0.08,0,,
12/11/2014,,0.05,0,,
12/11/2014,,0,0,,
12/11/2014,,0,0,,
12/11/2014,,0,0,,
12/11/2014,,0,0,,
12/11/2014,,0,0,,
12/11/2014,,0,0,,
12/11/2014,,0,0,,
12/11/2014,,0.02,0,,
12/11/2014,,0.01,0,,
12/11/2014,,0.1,0,,
12/11/2014,,0.08,0,,
12/11/2014,,0,0,,
12/11/2014,,0.06,0,,
12/11/2014,,0.18,0,,
12/11/2014,,0.13,0,,
12/11/2014,,0.11,0,,
12/10/2014,,0.15,0,,
12/10/2014,,0.06,0,,
12/10/2014,,0.08,0,,
12/10/2014,,0.12,0,,
12/10/2014,,0.04,0,,
12/10/2014,,0,0,,
12/10/2014,,0,0,,
12/10/2014,,0,0,,
12/10/2014,,0,0,,
12/10/2014,,0,0,,
12/10/2014,,0,0,,
12/10/2014,,0,0,,
12/10/2014,,0.02,0,,
12/10/2014,,0.07,0,,
12/10/2014,,0.08,0,,
12/10/2014,,0.13,0,,
12/10/2014,,0.14,0,,
12/10/2014,,0.06,0,,
12/10/2014,,0.09,0,,
12/10/2014,,0,0,,
12/10/2014,,0,0,,
12/10/2014,,0,0,,
12/10/2014,,0,0,,
12/10/2014,,0.01,0,,
12/9/2014,,0.07,0,,
12/9/2014,,0.15,0,,
12/9/2014,,0.21,0,,
12/9/2014,,0.1,0,,
12/9/2014,,0.11,0,,
12/9/2014,,0.11,0,,
12/9/2014,,0.1,0,,
12/9/2014,,0.06,0,,
12/9/2014,,0.03,0,,
12/9/2014,,0.09,0,,
12/9/2014,,0.03,0,,
12/9/2014,,0.09,0,,
12/9/2014,,0.13,0,,
12/9/2014,,0.14,0,,
12/9/2014,,0.01,0,,
12/9/2014,,0,0,,
12/9/2014,,0,0,,
12/9/2014,,0,0,,
12/9/2014,,0,0,,
12/9/2014,,0,0,,
12/9/2014,,0,0,,
12/9/2014,,0.01,0,,
12/9/2014,,0.02,0,,
12/9/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/8/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0,0,,
12/7/2014,,0.02,0,,
12/6/2014,,0.03,0,,
12/6/2014,,0.01,0,,
12/6/2014,,0.04,0,,
12/6/2014,,0.11,0,,
12/6/2014,,0.15,0,,
12/6/2014,,0.08,0,,
12/6/2014,,0.02,0,,
12/6/2014,,0.09,0,,
12/6/2014,,0.04,0,,
12/6/2014,,0,0,,
12/6/2014,,0.09,0,,
12/6/2014,,0.04,0,,
12/6/2014,,0.12,0,,
12/6/2014,,0.12,0,,
12/6/2014,,0.15,0,,
12/6/2014,,0.03,0,,
12/6/2014,,0,0,,
12/6/2014,,0,0,,
12/6/2014,,0,0,,
12/6/2014,,0,0,,
12/6/2014,,0,0,,
12/6/2014,,0.01,0,,
12/6/2014,,0,0,,
12/6/2014,,0,0,,
12/5/2014,,0,0,,
12/5/2014,,0,0,,
12/5/2014,,0,0,,
12/5/2014,,0.01,0,,
12/5/2014,,0.02,0,,
12/5/2014,,0.01,0,,
12/5/2014,,0.04,0,,
12/5/2014,,0.06,0,,
12/5/2014,,0.07,0,,
12/5/2014,,0.02,0,,
12/5/2014,,0.05,0,,
12/5/2014,,0.07,0,,
12/5/2014,,0,0,,
12/5/2014,,0,0,,
12/5/2014,,0,0,,
12/5/2014,,0,0,,
12/5/2014,,0,0,,
12/5/2014,,0,0,,
12/5/2014,,0,0,,
12/5/2014,,0.02,0,,
12/5/2014,,0.04,0,,
12/5/2014,,0.03,0,,
12/5/2014,,0.04,0,,
12/5/2014,,0.03,0,,
12/4/2014,,0,0,,
12/4/2014,,0.01,0,,
12/4/2014,,0.02,0,,
12/4/2014,,0.07,0,,
12/4/2014,,0.05,0,,
12/4/2014,,0.01,0,,
12/4/2014,,0.02,0,,
12/4/2014,,0.02,0,,
12/4/2014,,0.03,0,,
12/4/2014,,0.01,0,,
12/4/2014,,0,0,,
12/4/2014,,0,0,,
12/4/2014,,0.01,0,,
12/4/2014,,0,0,,
12/4/2014,,0,0,,
12/4/2014,,0,0,,
12/4/2014,,0,0,,
12/4/2014,,0,0,,
12/4/2014,,0,0,,
12/4/2014,,0,0,,
12/4/2014,,0,0,,
12/4/2014,,0,0,,
12/4/2014,,0,0,,
12/4/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/3/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/2/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
12/1/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/30/2014,,0,0,,
11/29/2014,,0,0,,
11/29/2014,,0,0,,
11/29/2014,,0.01,0,,
11/29/2014,,0.01,0,,
11/29/2014,,0,0,,
11/29/2014,,0,0,,
11/29/2014,,0,0,,
11/29/2014,,0,0,,
11/29/2014,,0.01,0,,
11/29/2014,,0.01,0,,
11/29/2014,,0.01,0,,
11/29/2014,,0.04,0,,
11/29/2014,,0.01,0,,
11/29/2014,,0,0,,
11/29/2014,,0.01,0,,
11/29/2014,,0.01,0,,
11/29/2014,,0,0,,
11/29/2014,,0,0,,
11/29/2014,,0.01,0,,
11/29/2014,,0.01,0,,
11/29/2014,,0.08,0,,
11/29/2014,,0.1,0,,
11/29/2014,,0.06,0,,
11/29/2014,,0.1,0,,
11/28/2014,,0.18,0,,
11/28/2014,,0.16,0,,
11/28/2014,,0.09,0,,
11/28/2014,,0.15,0,,
11/28/2014,,0.04,0,,
11/28/2014,,0.01,0,,
11/28/2014,,0.01,0,,
11/28/2014,,0.01,0,,
11/28/2014,,0,0,,
11/28/2014,,0.01,0,,
11/28/2014,,0.01,0,,
11/28/2014,,0.03,0,,
11/28/2014,,0.07,0,,
11/28/2014,,0.01,0,,
11/28/2014,,0,0,,
11/28/2014,,0,0,,
11/28/2014,,0.01,0,,
11/28/2014,,0,0,,
11/28/2014,,0.02,0,,
11/28/2014,,0.04,0,,
11/28/2014,,0.03,0,,
11/28/2014,,0.02,0,,
11/28/2014,,0.04,0,,
11/28/2014,,0.07,0,,
11/27/2014,,0.05,0,,
11/27/2014,,0.02,0,,
11/27/2014,,0.06,0,,
11/27/2014,,0.08,0,,
11/27/2014,,0.11,0,,
11/27/2014,,0.1,0,,
11/27/2014,,0.07,0,,
11/27/2014,,0.12,0,,
11/27/2014,,0.1,0,,
11/27/2014,,0.08,,,
11/27/2014,,0.05,0,,
11/27/2014,,0.06,0,,
11/27/2014,,0.04,0,,
11/27/2014,,0.04,0,,
11/27/2014,,0.08,0,,
11/27/2014,,0.03,0,,
11/27/2014,,0.04,0,,
11/27/2014,,0,0,,
11/27/2014,,0,0,,
11/27/2014,,0,0,,
11/27/2014,,0,0,,
11/27/2014,,0,0,,
11/27/2014,,0,0,,
11/27/2014,,0,0,,
11/26/2014,,0,0,,
11/26/2014,,0,0,,
11/26/2014,,0,0,,
11/26/2014,,0,0,,
11/26/2014,,0,0,,
11/26/2014,,0,0,,
11/26/2014,,0,0,,
11/26/2014,,0.01,0,,
11/26/2014,,0,0,,
11/26/2014,,0,0,,
11/26/2014,,0.01,0,,
11/26/2014,,0,0,,
11/26/2014,,0,0,,
11/26/2014,,0,0,,
11/26/2014,,0.02,0,,
11/26/2014,,0.02,0,,
11/26/2014,,0.02,0,,
11/26/2014,,0.03,0,,
11/26/2014,,0.03,0,,
11/26/2014,,0.05,0,,
11/26/2014,,0.05,0,,
11/26/2014,,0.06,0,,
11/26/2014,,0.08,0,,
11/26/2014,,0.01,0,,
11/25/2014,,0.08,0,,
11/25/2014,,0.15,0,,
11/25/2014,,0.19,0,,
11/25/2014,,0.23,0,,
11/25/2014,,0.25,0,,
11/25/2014,,0.29,0,,
11/25/2014,,0.4,0,,
11/25/2014,,0.41,0,,
11/25/2014,,0.39,0,,
11/25/2014,,0.3,0,,
11/25/2014,,0.27,0,,
11/25/2014,,0.28,0,,
11/25/2014,,0.31,0,,
11/25/2014,,0.28,0,,
11/25/2014,,0.27,0,,
11/25/2014,,0.23,0,,
11/25/2014,,0.13,0,,
11/25/2014,,0.26,0,,
11/25/2014,,0.19,0,,
11/25/2014,,0.27,0,,
11/25/2014,,0.27,0,,
11/25/2014,,0.14,0,,
11/25/2014,,0.08,0,,
11/25/2014,,0.07,0,,
11/24/2014,,0,,,
11/24/2014,,0,,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/24/2014,,0,0,,
11/23/2014,,0.04,0,,
11/23/2014,,0.1,0,,
11/23/2014,,0.11,0,,
11/23/2014,,0.17,0,,
11/23/2014,,0.2,0,,
11/23/2014,,0.18,0,,
11/23/2014,,0.16,0,,
11/23/2014,,0.04,0,,
11/23/2014,,0.07,0,,
11/23/2014,,0.09,0,,
11/23/2014,,0.07,0,,
11/23/2014,,0.13,0,,
11/23/2014,,0.04,0,,
11/23/2014,,0.03,0,,
11/23/2014,,0.02,0,,
11/23/2014,,0.06,0,,
11/23/2014,,0.05,0,,
11/23/2014,,0.1,0,,
11/23/2014,,0.1,0,,
11/23/2014,,0.03,0,,
11/23/2014,,0,0,,
11/23/2014,,0.01,0,,
11/23/2014,,0.05,0,,
11/23/2014,,0.01,0,,
11/22/2014,,0.03,0,,
11/22/2014,,0.05,0,,
11/22/2014,,0.11,0,,
11/22/2014,,0.14,0,,
11/22/2014,,0.14,0,,
11/22/2014,,0.13,0,,
11/22/2014,,0.08,0,,
11/22/2014,,0.01,0,,
11/22/2014,,0,0,,
11/22/2014,,0,0,,
11/22/2014,,0,0,,
11/22/2014,,0.01,0,,
11/22/2014,,0.01,0,,
11/22/2014,,0.01,0,,
11/22/2014,,0.06,0,,
11/22/2014,,0,0,,
11/22/2014,,0,0,,
11/22/2014,,0.02,0,,
